# wltelfit transtelfit wldata fluxdata
1.184945312500000000e+03 9.994873141759161861e-01 1.184945312500000000e+03 9.312086105346679688e-01
1.184950805664062500e+03 9.994725558688418721e-01 1.184950805664062500e+03 9.483782052993774414e-01
1.184956298828125000e+03 9.995070166258743782e-01 1.184956298828125000e+03 9.620096683502197266e-01
1.184961791992187500e+03 9.995853065146207417e-01 1.184961791992187500e+03 9.708648920059204102e-01
1.184967285156250000e+03 9.996420124563962784e-01 1.184967285156250000e+03 9.763771295547485352e-01
1.184972778320312500e+03 9.996736567632396042e-01 1.184972778320312500e+03 9.823166728019714355e-01
1.184978271484375000e+03 9.996968707200279969e-01 1.184978271484375000e+03 9.792870879173278809e-01
1.184983764648437500e+03 9.997169505741804185e-01 1.184983764648437500e+03 9.868893623352050781e-01
1.184989257812500000e+03 9.997349274850730882e-01 1.184989257812500000e+03 9.854992628097534180e-01
1.184994750976562500e+03 9.997512255971218176e-01 1.184994750976562500e+03 9.739876985549926758e-01
1.185000244140625000e+03 9.997661213472036623e-01 1.185000244140625000e+03 9.710810184478759766e-01
1.185005737304687500e+03 9.997797432632182790e-01 1.185005737304687500e+03 9.668744802474975586e-01
1.185011230468750000e+03 9.997921398641756996e-01 1.185011230468750000e+03 9.648222923278808594e-01
1.185016723632812500e+03 9.998033493380295011e-01 1.185016723632812500e+03 9.396500587463378906e-01
1.185022216796875000e+03 9.998133272667719673e-01 1.185022216796875000e+03 9.147664308547973633e-01
1.185027709960937500e+03 9.998218203436962659e-01 1.185027709960937500e+03 8.659319877624511719e-01
1.185033081054687500e+03 9.998281746053693242e-01 1.185033081054687500e+03 7.946305274963378906e-01
1.185038574218750000e+03 9.998277774455540667e-01 1.185038574218750000e+03 7.084331512451171875e-01
1.185044067382812500e+03 9.997939765152684677e-01 1.185044067382812500e+03 6.113154888153076172e-01
1.185049560546875000e+03 9.996762535000270899e-01 1.185049560546875000e+03 5.719716548919677734e-01
1.185055053710937500e+03 9.995565206609825504e-01 1.185055053710937500e+03 6.335710287094116211e-01
1.185060546875000000e+03 9.996252118795597719e-01 1.185060546875000000e+03 7.397508621215820312e-01
1.185066040039062500e+03 9.997778077916154027e-01 1.185066040039062500e+03 8.178539276123046875e-01
1.185071533203125000e+03 9.998501891816028442e-01 1.185071533203125000e+03 8.701908588409423828e-01
1.185077026367187500e+03 9.998639830147733054e-01 1.185077026367187500e+03 9.070392847061157227e-01
1.185082519531250000e+03 9.998561964474772523e-01 1.185082519531250000e+03 9.340244531631469727e-01
1.185088012695312500e+03 9.998483456200724095e-01 1.185088012695312500e+03 9.542652964591979980e-01
1.185093505859375000e+03 9.998573541072365289e-01 1.185093505859375000e+03 9.504199028015136719e-01
1.185098999023437500e+03 9.998677088250840228e-01 1.185098999023437500e+03 9.448291063308715820e-01
1.185104492187500000e+03 9.998661618677789908e-01 1.185104492187500000e+03 9.458407759666442871e-01
1.185109985351562500e+03 9.998547295913351451e-01 1.185109985351562500e+03 9.625941514968872070e-01
1.185115478515625000e+03 9.998318697114947362e-01 1.185115478515625000e+03 9.730851054191589355e-01
1.185120971679687500e+03 9.997873660856791966e-01 1.185120971679687500e+03 9.946869611740112305e-01
1.185126464843750000e+03 9.997028897600229724e-01 1.185126464843750000e+03 9.966701865196228027e-01
1.185131835937500000e+03 9.995717082605852788e-01 1.185131835937500000e+03 9.995021820068359375e-01
1.185137329101562500e+03 9.994496985534098155e-01 1.185137329101562500e+03 9.903296828269958496e-01
1.185142822265625000e+03 9.994402926401499965e-01 1.185142822265625000e+03 9.861423969268798828e-01
1.185148315429687500e+03 9.995461860215223426e-01 1.185148315429687500e+03 9.778900742530822754e-01
1.185153808593750000e+03 9.996628714622428635e-01 1.185153808593750000e+03 9.746071100234985352e-01
1.185159301757812500e+03 9.997283015623901203e-01 1.185159301757812500e+03 9.783815145492553711e-01
1.185164794921875000e+03 9.997465188911314193e-01 1.185164794921875000e+03 9.880475401878356934e-01
1.185170288085937500e+03 9.997324384024391941e-01 1.185170288085937500e+03 9.938812851905822754e-01
1.185175781250000000e+03 9.996893898283732982e-01 1.185175781250000000e+03 1.003741979598999023e+00
1.185181274414062500e+03 9.996073224440108485e-01 1.185181274414062500e+03 9.899016618728637695e-01
1.185186767578125000e+03 9.994550181974819481e-01 1.185186767578125000e+03 9.892544746398925781e-01
1.185192260742187500e+03 9.991484662252000382e-01 1.185192260742187500e+03 9.920774698257446289e-01
1.185197631835937500e+03 9.984525277058275972e-01 1.185197631835937500e+03 9.764118194580078125e-01
1.185203125000000000e+03 9.968803033681080672e-01 1.185203125000000000e+03 9.868694543838500977e-01
1.185208618164062500e+03 9.943980145699253814e-01 1.185208618164062500e+03 9.896287918090820312e-01
1.185214111328125000e+03 9.928880002914354241e-01 1.185214111328125000e+03 9.872874021530151367e-01
1.185219604492187500e+03 9.941522210619841982e-01 1.185219604492187500e+03 9.992319941520690918e-01
1.185225097656250000e+03 9.966498649440198587e-01 1.185225097656250000e+03 1.010524511337280273e+00
1.185230590820312500e+03 9.983340239293750917e-01 1.185230590820312500e+03 1.013637542724609375e+00
1.185236083984375000e+03 9.990880111528339658e-01 1.185236083984375000e+03 1.004583835601806641e+00
1.185241577148437500e+03 9.994031661342437367e-01 1.185241577148437500e+03 1.016135931015014648e+00
1.185247070312500000e+03 9.995358648641319288e-01 1.185247070312500000e+03 1.020198225975036621e+00
1.185252563476562500e+03 9.995546478382404398e-01 1.185252563476562500e+03 1.022884368896484375e+00
1.185257934570312500e+03 9.994041659281206469e-01 1.185257934570312500e+03 1.026806950569152832e+00
1.185263427734375000e+03 9.989351925615825856e-01 1.185263427734375000e+03 1.020260453224182129e+00
1.185268920898437500e+03 9.983536273407461747e-01 1.185268920898437500e+03 1.004800438880920410e+00
1.185274414062500000e+03 9.983865220878505031e-01 1.185274414062500000e+03 1.006460428237915039e+00
1.185279907226562500e+03 9.989590291778042142e-01 1.185279907226562500e+03 1.011120915412902832e+00
1.185285400390625000e+03 9.993486387405777771e-01 1.185285400390625000e+03 1.009875774383544922e+00
1.185290893554687500e+03 9.993711105845847209e-01 1.185290893554687500e+03 1.011194705963134766e+00
1.185296386718750000e+03 9.991581049922020341e-01 1.185296386718750000e+03 1.008245706558227539e+00
1.185301879882812500e+03 9.989404986646429618e-01 1.185301879882812500e+03 1.011418819427490234e+00
1.185307250976562500e+03 9.989866204331288024e-01 1.185307250976562500e+03 9.968104958534240723e-01
1.185312744140625000e+03 9.992747397908917639e-01 1.185312744140625000e+03 1.001461744308471680e+00
1.185318237304687500e+03 9.995524607354668856e-01 1.185318237304687500e+03 9.800348281860351562e-01
1.185323730468750000e+03 9.997097510697687817e-01 1.185323730468750000e+03 9.849085807800292969e-01
1.185329223632812500e+03 9.997986238586158425e-01 1.185329223632812500e+03 9.909515976905822754e-01
1.185334716796875000e+03 9.998572999153775287e-01 1.185334716796875000e+03 9.920078516006469727e-01
1.185340209960937500e+03 9.998903687493867487e-01 1.185340209960937500e+03 9.923703670501708984e-01
1.185345703125000000e+03 9.999080250403180603e-01 1.185345703125000000e+03 9.955306053161621094e-01
1.185351074218750000e+03 9.999187276629841747e-01 1.185351074218750000e+03 9.928425550460815430e-01
1.185356567382812500e+03 9.999257016785059182e-01 1.185356567382812500e+03 9.915369749069213867e-01
1.185362060546875000e+03 9.999301322942970582e-01 1.185362060546875000e+03 9.771762490272521973e-01
1.185367553710937500e+03 9.999326105233944384e-01 1.185367553710937500e+03 9.867339134216308594e-01
1.185373046875000000e+03 9.999334600404348183e-01 1.185373046875000000e+03 9.883919954299926758e-01
1.185378540039062500e+03 9.999328448143959269e-01 1.185378540039062500e+03 1.001988649368286133e+00
1.185384033203125000e+03 9.999307851332603914e-01 1.185384033203125000e+03 1.007159709930419922e+00
1.185389526367187500e+03 9.999271910542235631e-01 1.185389526367187500e+03 1.000566124916076660e+00
1.185394897460937500e+03 9.999218242130751833e-01 1.185394897460937500e+03 1.004770636558532715e+00
1.185400390625000000e+03 9.999141980519621331e-01 1.185400390625000000e+03 9.994848966598510742e-01
1.185405883789062500e+03 9.999035519088778079e-01 1.185405883789062500e+03 9.770228862762451172e-01
1.185411376953125000e+03 9.998886805523555799e-01 1.185411376953125000e+03 9.796199202537536621e-01
1.185416870117187500e+03 9.998667783257407793e-01 1.185416870117187500e+03 9.873148202896118164e-01
1.185422363281250000e+03 9.998305987963687080e-01 1.185422363281250000e+03 9.908813834190368652e-01
1.185427856445312500e+03 9.997729401031002494e-01 1.185427856445312500e+03 1.006108283996582031e+00
1.185433227539062500e+03 9.996986129624003681e-01 1.185433227539062500e+03 9.966489672660827637e-01
1.185438720703125000e+03 9.995886842114003468e-01 1.185438720703125000e+03 9.957945346832275391e-01
1.185444213867187500e+03 9.993605795081418330e-01 1.185444213867187500e+03 9.920486211776733398e-01
1.185449707031250000e+03 9.989049721272498239e-01 1.185449707031250000e+03 9.922887086868286133e-01
1.185455200195312500e+03 9.982333227774570217e-01 1.185455200195312500e+03 9.908869266510009766e-01
1.185460693359375000e+03 9.976481896389107762e-01 1.185460693359375000e+03 9.784677624702453613e-01
1.185466186523437500e+03 9.975906837424726170e-01 1.185466186523437500e+03 9.355978965759277344e-01
1.185471557617187500e+03 9.981187234585824353e-01 1.185471557617187500e+03 9.110177755355834961e-01
1.185477050781250000e+03 9.987969941702061760e-01 1.185477050781250000e+03 9.187470078468322754e-01
1.185482543945312500e+03 9.992769329723701910e-01 1.185482543945312500e+03 9.464503526687622070e-01
1.185488037109375000e+03 9.995405187670817204e-01 1.185488037109375000e+03 9.808301925659179688e-01
1.185493530273437500e+03 9.996804801552579001e-01 1.185493530273437500e+03 1.002144098281860352e+00
1.185499023437500000e+03 9.997591035897899214e-01 1.185499023437500000e+03 1.005172967910766602e+00
1.185504394531250000e+03 9.998063092882468750e-01 1.185504394531250000e+03 1.002237796783447266e+00
1.185509887695312500e+03 9.998363180676373974e-01 1.185509887695312500e+03 9.964406490325927734e-01
1.185515380859375000e+03 9.998558653292567433e-01 1.185515380859375000e+03 9.993543624877929688e-01
1.185520874023437500e+03 9.998685226713860397e-01 1.185520874023437500e+03 1.005075931549072266e+00
1.185526367187500000e+03 9.998764497028614917e-01 1.185526367187500000e+03 1.006068825721740723e+00
1.185531860351562500e+03 9.998809111352063850e-01 1.185531860351562500e+03 1.007354021072387695e+00
1.185537231445312500e+03 9.998827007309909476e-01 1.185537231445312500e+03 1.010292291641235352e+00
1.185542724609375000e+03 9.998822794727532104e-01 1.185542724609375000e+03 1.017713665962219238e+00
1.185548217773437500e+03 9.998798753396028749e-01 1.185548217773437500e+03 1.017503976821899414e+00
1.185553710937500000e+03 9.998756413082309225e-01 1.185553710937500000e+03 1.006368994712829590e+00
1.185559204101562500e+03 9.998696788192635854e-01 1.185559204101562500e+03 1.008611202239990234e+00
1.185564575195312500e+03 9.998619519198542749e-01 1.185564575195312500e+03 1.004042387008666992e+00
1.185570068359375000e+03 9.998521789978100927e-01 1.185570068359375000e+03 1.003618478775024414e+00
1.185575561523437500e+03 9.998400701398291179e-01 1.185575561523437500e+03 9.921575784683227539e-01
1.185581054687500000e+03 9.998253434139638962e-01 1.185581054687500000e+03 9.939360618591308594e-01
1.185586547851562500e+03 9.998075180873911005e-01 1.185586547851562500e+03 9.917988777160644531e-01
1.185592041015625000e+03 9.997859857134381301e-01 1.185592041015625000e+03 9.850322604179382324e-01
1.185597412109375000e+03 9.997594749735618791e-01 1.185597412109375000e+03 9.959481954574584961e-01
1.185602905273437500e+03 9.997237830992885543e-01 1.185602905273437500e+03 1.008840322494506836e+00
1.185608398437500000e+03 9.996713654900921675e-01 1.185608398437500000e+03 1.003516316413879395e+00
1.185613891601562500e+03 9.996082073205962981e-01 1.185613891601562500e+03 1.007463693618774414e+00
1.185619384765625000e+03 9.995528000560307547e-01 1.185619384765625000e+03 1.012694358825683594e+00
1.185624755859375000e+03 9.994892649733012613e-01 1.185624755859375000e+03 9.903013706207275391e-01
1.185630249023437500e+03 9.993903552932350554e-01 1.185630249023437500e+03 1.001570463180541992e+00
1.185635742187500000e+03 9.992443540687985237e-01 1.185635742187500000e+03 9.691227078437805176e-01
1.185641235351562500e+03 9.990300573903019288e-01 1.185641235351562500e+03 9.616424441337585449e-01
1.185646728515625000e+03 9.986916818954052477e-01 1.185646728515625000e+03 9.495261907577514648e-01
1.185652099609375000e+03 9.980808018549888194e-01 1.185652099609375000e+03 9.723184108734130859e-01
1.185657592773437500e+03 9.969249859015927306e-01 1.185657592773437500e+03 9.883581399917602539e-01
1.185663085937500000e+03 9.952140412697990657e-01 1.185663085937500000e+03 1.013094425201416016e+00
1.185668579101562500e+03 9.932505993710672998e-01 1.185668579101562500e+03 1.015399456024169922e+00
1.185674072265625000e+03 9.906696599765879574e-01 1.185674072265625000e+03 1.010342597961425781e+00
1.185679443359375000e+03 9.874190927208439383e-01 1.185679443359375000e+03 9.952406883239746094e-01
1.185684936523437500e+03 9.848424732937381965e-01 1.185684936523437500e+03 9.951612949371337891e-01
1.185690429687500000e+03 9.845121224376970348e-01 1.185690429687500000e+03 1.001404643058776855e+00
1.185695922851562500e+03 9.871396388546103129e-01 1.185695922851562500e+03 9.892374277114868164e-01
1.185701416015625000e+03 9.913034910435906122e-01 1.185701416015625000e+03 9.847830533981323242e-01
1.185706787109375000e+03 9.946800626075956719e-01 1.185706787109375000e+03 9.828376770019531250e-01
1.185712280273437500e+03 9.966610592169409255e-01 1.185712280273437500e+03 9.784417152404785156e-01
1.185717773437500000e+03 9.977539975553761931e-01 1.185717773437500000e+03 9.741120338439941406e-01
1.185723266601562500e+03 9.983286681836260890e-01 1.185723266601562500e+03 9.734877943992614746e-01
1.185728637695312500e+03 9.985243267523064015e-01 1.185728637695312500e+03 9.817798137664794922e-01
1.185734130859375000e+03 9.985634953639629385e-01 1.185734130859375000e+03 9.844654798507690430e-01
1.185739624023437500e+03 9.987720712946068780e-01 1.185739624023437500e+03 9.792197346687316895e-01
1.185745117187500000e+03 9.991321569990441187e-01 1.185745117187500000e+03 9.964382648468017578e-01
1.185750610351562500e+03 9.993991957184276131e-01 1.185750610351562500e+03 1.005925893783569336e+00
1.185755981445312500e+03 9.995377781183232280e-01 1.185755981445312500e+03 9.889518022537231445e-01
1.185761474609375000e+03 9.996145269319584026e-01 1.185761474609375000e+03 9.891242980957031250e-01
1.185766967773437500e+03 9.996629696017739208e-01 1.185766967773437500e+03 9.729578495025634766e-01
1.185772460937500000e+03 9.996895156707928942e-01 1.185772460937500000e+03 9.555491209030151367e-01
1.185777832031250000e+03 9.996957212124624181e-01 1.185777832031250000e+03 9.388611912727355957e-01
1.185783325195312500e+03 9.996991862294818398e-01 1.185783325195312500e+03 9.677422642707824707e-01
1.185788818359375000e+03 9.997058329779672237e-01 1.185788818359375000e+03 9.834146499633789062e-01
1.185794311523437500e+03 9.996861063751731891e-01 1.185794311523437500e+03 9.941846132278442383e-01
1.185799682617187500e+03 9.996128071015178973e-01 1.185799682617187500e+03 9.829403758049011230e-01
1.185805175781250000e+03 9.994610996479390552e-01 1.185805175781250000e+03 1.000622510910034180e+00
1.185810668945312500e+03 9.992424150199690214e-01 1.185810668945312500e+03 9.963457584381103516e-01
1.185816162109375000e+03 9.990841329474521304e-01 1.185816162109375000e+03 1.001596212387084961e+00
1.185821533203125000e+03 9.991237085417645769e-01 1.185821533203125000e+03 9.989765286445617676e-01
1.185827026367187500e+03 9.993049269534198809e-01 1.185827026367187500e+03 1.010187268257141113e+00
1.185832519531250000e+03 9.995007698450456557e-01 1.185832519531250000e+03 1.011993646621704102e+00
1.185838012695312500e+03 9.996687444666889633e-01 1.185838012695312500e+03 1.015027523040771484e+00
1.185843383789062500e+03 9.997785381527181103e-01 1.185843383789062500e+03 1.014060854911804199e+00
1.185848876953125000e+03 9.998332824050308876e-01 1.185848876953125000e+03 1.004930019378662109e+00
1.185854370117187500e+03 9.998610150130472496e-01 1.185854370117187500e+03 1.000085353851318359e+00
1.185859863281250000e+03 9.998767591526668275e-01 1.185859863281250000e+03 9.940003156661987305e-01
1.185865234375000000e+03 9.998854222317369311e-01 1.185865234375000000e+03 9.834662675857543945e-01
1.185870727539062500e+03 9.998884824130516158e-01 1.185870727539062500e+03 9.632233977317810059e-01
1.185876220703125000e+03 9.998854418094037522e-01 1.185876220703125000e+03 9.556924104690551758e-01
1.185881713867187500e+03 9.998735469799435727e-01 1.185881713867187500e+03 9.690862894058227539e-01
1.185887084960937500e+03 9.998441737005806518e-01 1.185887084960937500e+03 9.627134799957275391e-01
1.185892578125000000e+03 9.997653871554461613e-01 1.185892578125000000e+03 9.620151519775390625e-01
1.185898071289062500e+03 9.995228546083626542e-01 1.185898071289062500e+03 9.561007022857666016e-01
1.185903564453125000e+03 9.989148924932121920e-01 1.185903564453125000e+03 9.430861473083496094e-01
1.185908935546875000e+03 9.981488048243946087e-01 1.185908935546875000e+03 9.502755403518676758e-01
1.185914428710937500e+03 9.981069212361691756e-01 1.185914428710937500e+03 9.607530832290649414e-01
1.185919921875000000e+03 9.988528218442727091e-01 1.185919921875000000e+03 9.686042666435241699e-01
1.185925415039062500e+03 9.994684435825816893e-01 1.185925415039062500e+03 9.607874751091003418e-01
1.185930786132812500e+03 9.996971684578243034e-01 1.185930786132812500e+03 9.436753988265991211e-01
1.185936279296875000e+03 9.997883743208084706e-01 1.185936279296875000e+03 9.271807670593261719e-01
1.185941772460937500e+03 9.998521541651881339e-01 1.185941772460937500e+03 9.115623235702514648e-01
1.185947143554687500e+03 9.998598205902555769e-01 1.185947143554687500e+03 9.150857925415039062e-01
1.185952636718750000e+03 9.998274105466186112e-01 1.185952636718750000e+03 9.318157434463500977e-01
1.185958129882812500e+03 9.998380197825854632e-01 1.185958129882812500e+03 9.592562913894653320e-01
1.185963623046875000e+03 9.998936888039083870e-01 1.185963623046875000e+03 9.738301634788513184e-01
1.185968994140625000e+03 9.999291541754270485e-01 1.185968994140625000e+03 9.813316464424133301e-01
1.185974487304687500e+03 9.999400117020117440e-01 1.185974487304687500e+03 9.986640214920043945e-01
1.185979980468750000e+03 9.999430767180469415e-01 1.185979980468750000e+03 9.884229898452758789e-01
1.185985351562500000e+03 9.999441419421901678e-01 1.185985351562500000e+03 9.814758300781250000e-01
1.185990844726562500e+03 9.999443001126826491e-01 1.185990844726562500e+03 9.867483973503112793e-01
1.185996337890625000e+03 9.999438231420452183e-01 1.185996337890625000e+03 9.867967367172241211e-01
1.186001831054687500e+03 9.999428198392608103e-01 1.186001831054687500e+03 9.883196949958801270e-01
1.186007202148437500e+03 9.999413235150186319e-01 1.186007202148437500e+03 9.930355548858642578e-01
1.186012695312500000e+03 9.999393010762227529e-01 1.186012695312500000e+03 9.966570138931274414e-01
1.186018188476562500e+03 9.999366956897886016e-01 1.186018188476562500e+03 9.846645593643188477e-01
1.186023559570312500e+03 9.999334570754708773e-01 1.186023559570312500e+03 9.666739702224731445e-01
1.186029052734375000e+03 9.999294671092695541e-01 1.186029052734375000e+03 9.543075561523437500e-01
1.186034545898437500e+03 9.999244572389883734e-01 1.186034545898437500e+03 9.517000913619995117e-01
1.186040039062500000e+03 9.999180563661674848e-01 1.186040039062500000e+03 9.499986171722412109e-01
1.186045410156250000e+03 9.999095717449757448e-01 1.186045410156250000e+03 9.571268558502197266e-01
1.186050903320312500e+03 9.998974841824131987e-01 1.186050903320312500e+03 9.759774804115295410e-01
1.186056396484375000e+03 9.998790072014079877e-01 1.186056396484375000e+03 9.987394809722900391e-01
1.186061767578125000e+03 9.998489661862048905e-01 1.186061767578125000e+03 1.000305771827697754e+00
1.186067260742187500e+03 9.998009958726814528e-01 1.186067260742187500e+03 9.975239634513854980e-01
1.186072753906250000e+03 9.997415516625310916e-01 1.186072753906250000e+03 9.935034513473510742e-01
1.186078125000000000e+03 9.997026746987999202e-01 1.186078125000000000e+03 9.932632446289062500e-01
1.186083618164062500e+03 9.997129310245234102e-01 1.186083618164062500e+03 9.935609698295593262e-01
1.186089111328125000e+03 9.997559334565242484e-01 1.186089111328125000e+03 9.983559846878051758e-01
1.186094482421875000e+03 9.997947048668655023e-01 1.186094482421875000e+03 1.010805964469909668e+00
1.186099975585937500e+03 9.998151115324568350e-01 1.186099975585937500e+03 1.012534141540527344e+00
1.186105468750000000e+03 9.998207431504022580e-01 1.186105468750000000e+03 1.010545253753662109e+00
1.186110839843750000e+03 9.998175399628865812e-01 1.186110839843750000e+03 1.009845733642578125e+00
1.186116333007812500e+03 9.998087957479642185e-01 1.186116333007812500e+03 1.004192352294921875e+00
1.186121826171875000e+03 9.997958624677367734e-01 1.186121826171875000e+03 9.958226680755615234e-01
1.186127319335937500e+03 9.997793680293314278e-01 1.186127319335937500e+03 1.002624750137329102e+00
1.186132690429687500e+03 9.997593904612027682e-01 1.186132690429687500e+03 9.928060770034790039e-01
1.186138183593750000e+03 9.997354465918480981e-01 1.186138183593750000e+03 9.906336069107055664e-01
1.186143676757812500e+03 9.997070812731295719e-01 1.186143676757812500e+03 9.853245615959167480e-01
1.186149047851562500e+03 9.996735634573075124e-01 1.186149047851562500e+03 9.855418205261230469e-01
1.186154541015625000e+03 9.996329886090579153e-01 1.186154541015625000e+03 9.889726638793945312e-01
1.186160034179687500e+03 9.995818416087606240e-01 1.186160034179687500e+03 9.925650954246520996e-01
1.186165405273437500e+03 9.995129884960859412e-01 1.186165405273437500e+03 9.965920448303222656e-01
1.186170898437500000e+03 9.994277448810928721e-01 1.186170898437500000e+03 9.961141347885131836e-01
1.186176391601562500e+03 9.993436408763505252e-01 1.186176391601562500e+03 9.921610355377197266e-01
1.186181762695312500e+03 9.992497940266600320e-01 1.186181762695312500e+03 9.833168983459472656e-01
1.186187255859375000e+03 9.991170178256610912e-01 1.186187255859375000e+03 9.800438880920410156e-01
1.186192749023437500e+03 9.989337278480202587e-01 1.186192749023437500e+03 9.800271391868591309e-01
1.186198120117187500e+03 9.986859359715206663e-01 1.186198120117187500e+03 9.803480505943298340e-01
1.186203613281250000e+03 9.983383177482259008e-01 1.186203613281250000e+03 9.620391130447387695e-01
1.186209106445312500e+03 9.978331736563395005e-01 1.186209106445312500e+03 9.641823768615722656e-01
1.186214477539062500e+03 9.970644096841430049e-01 1.186214477539062500e+03 9.644291400909423828e-01
1.186219970703125000e+03 9.958130746933686606e-01 1.186219970703125000e+03 9.720337390899658203e-01
1.186225341796875000e+03 9.936181132665393712e-01 1.186225341796875000e+03 9.798250198364257812e-01
1.186230834960937500e+03 9.895063994563552123e-01 1.186230834960937500e+03 9.814122915267944336e-01
1.186236328125000000e+03 9.822658395271581799e-01 1.186236328125000000e+03 9.804116487503051758e-01
1.186241699218750000e+03 9.727947801337792910e-01 1.186241699218750000e+03 9.803514480590820312e-01
1.186247192382812500e+03 9.669236349332076541e-01 1.186247192382812500e+03 9.674006700515747070e-01
1.186252685546875000e+03 9.703117796962591468e-01 1.186252685546875000e+03 9.679907560348510742e-01
1.186258056640625000e+03 9.795070757957481389e-01 1.186258056640625000e+03 9.870767593383789062e-01
1.186263549804687500e+03 9.877045279845878545e-01 1.186263549804687500e+03 9.924376010894775391e-01
1.186269042968750000e+03 9.926406960803662027e-01 1.186269042968750000e+03 9.932806491851806641e-01
1.186274414062500000e+03 9.952767118165788407e-01 1.186274414062500000e+03 1.001710176467895508e+00
1.186279907226562500e+03 9.967519100409546473e-01 1.186279907226562500e+03 1.003431916236877441e+00
1.186285400390625000e+03 9.976369396487386743e-01 1.186285400390625000e+03 1.007866144180297852e+00
1.186290771484375000e+03 9.982011311414861199e-01 1.186290771484375000e+03 1.003162145614624023e+00
1.186296264648437500e+03 9.985831698392407807e-01 1.186296264648437500e+03 1.000144124031066895e+00
1.186301635742187500e+03 9.988530604051857331e-01 1.186301635742187500e+03 9.877951145172119141e-01
1.186307128906250000e+03 9.990509545095735966e-01 1.186307128906250000e+03 1.009206533432006836e+00
1.186312622070312500e+03 9.991986975890791989e-01 1.186312622070312500e+03 1.001426696777343750e+00
1.186317993164062500e+03 9.993096519904776098e-01 1.186317993164062500e+03 1.020470380783081055e+00
1.186323486328125000e+03 9.993922633234544328e-01 1.186323486328125000e+03 1.024339437484741211e+00
1.186328979492187500e+03 9.994458991041298423e-01 1.186328979492187500e+03 1.014929413795471191e+00
1.186334350585937500e+03 9.994524290011318479e-01 1.186334350585937500e+03 1.003359079360961914e+00
1.186339843750000000e+03 9.993478179584269760e-01 1.186339843750000000e+03 9.986017942428588867e-01
1.186345214843750000e+03 9.990859674162894111e-01 1.186345214843750000e+03 1.002268075942993164e+00
1.186350708007812500e+03 9.989105476687224483e-01 1.186350708007812500e+03 1.004015445709228516e+00
1.186356201171875000e+03 9.991097415972639562e-01 1.186356201171875000e+03 1.006446838378906250e+00
1.186361572265625000e+03 9.994395844906669435e-01 1.186361572265625000e+03 1.012452721595764160e+00
1.186367065429687500e+03 9.996330560500845674e-01 1.186367065429687500e+03 1.001795411109924316e+00
1.186372558593750000e+03 9.997144564584151682e-01 1.186372558593750000e+03 9.895567893981933594e-01
1.186377929687500000e+03 9.997535205899387156e-01 1.186377929687500000e+03 9.800367355346679688e-01
1.186383422851562500e+03 9.997774995677560783e-01 1.186383422851562500e+03 9.714258909225463867e-01
1.186388793945312500e+03 9.997942792020079184e-01 1.186388793945312500e+03 9.593195915222167969e-01
1.186394287109375000e+03 9.998066721271278157e-01 1.186394287109375000e+03 9.632549285888671875e-01
1.186399780273437500e+03 9.998158442320900230e-01 1.186399780273437500e+03 9.724007844924926758e-01
1.186405151367187500e+03 9.998223950244246039e-01 1.186405151367187500e+03 9.762542247772216797e-01
1.186410644531250000e+03 9.998265468805324074e-01 1.186410644531250000e+03 9.926222562789916992e-01
1.186416015625000000e+03 9.998280235726302312e-01 1.186416015625000000e+03 9.827120304107666016e-01
1.186421508789062500e+03 9.998259730267403667e-01 1.186421508789062500e+03 9.852092266082763672e-01
1.186427001953125000e+03 9.998185895697020431e-01 1.186427001953125000e+03 9.944214224815368652e-01
1.186432373046875000e+03 9.998019733017160515e-01 1.186432373046875000e+03 9.915587902069091797e-01
1.186437866210937500e+03 9.997672917931296199e-01 1.186437866210937500e+03 9.941381216049194336e-01
1.186443237304687500e+03 9.997003349770352543e-01 1.186443237304687500e+03 9.870228767395019531e-01
1.186448730468750000e+03 9.996012019552176220e-01 1.186448730468750000e+03 9.714027643203735352e-01
1.186454223632812500e+03 9.995305088952518568e-01 1.186454223632812500e+03 9.222575426101684570e-01
1.186459594726562500e+03 9.995603222248172770e-01 1.186459594726562500e+03 8.625954389572143555e-01
1.186465087890625000e+03 9.996537879927764880e-01 1.186465087890625000e+03 8.421047925949096680e-01
1.186470458984375000e+03 9.997321880779842518e-01 1.186470458984375000e+03 8.645685911178588867e-01
1.186475952148437500e+03 9.997746245513465801e-01 1.186475952148437500e+03 9.092487096786499023e-01
1.186481445312500000e+03 9.997929982716715624e-01 1.186481445312500000e+03 9.378105401992797852e-01
1.186486816406250000e+03 9.997987746787541097e-01 1.186486816406250000e+03 9.339230060577392578e-01
1.186492309570312500e+03 9.997976240800470205e-01 1.186492309570312500e+03 9.080401659011840820e-01
1.186497680664062500e+03 9.997919215353863187e-01 1.186497680664062500e+03 8.679594993591308594e-01
1.186503173828125000e+03 9.997827124329999871e-01 1.186503173828125000e+03 8.234134912490844727e-01
1.186508544921875000e+03 9.997703620847699924e-01 1.186508544921875000e+03 8.252593278884887695e-01
1.186514038085937500e+03 9.997546836557330563e-01 1.186514038085937500e+03 8.500195741653442383e-01
1.186519531250000000e+03 9.997352712229763405e-01 1.186519531250000000e+03 8.914067149162292480e-01
1.186524902343750000e+03 9.997104668557804663e-01 1.186524902343750000e+03 9.181878566741943359e-01
1.186530395507812500e+03 9.996726897223814357e-01 1.186530395507812500e+03 9.283001422882080078e-01
